Creator,Year,MonthText,Title,tags,url
Paul De Rienzo,1997,1,Report on the Staten Island Project,1990s,http://cannabismuseum.com/omeka/api/items/1592
Ake Hultkrantz,1997,1,The Attraction of Peyote,1990s;GuestRoom1-3;NewHo;Printed;Prnted,http://cannabismuseum.com/omeka/api/items/2116
Renate Huppertz,1997,1,Hanf als Medizin. Wiederentdeckung einer Heilpflanze,1990s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5732
Paul De Rienzo,1997,1,Report on the Staten Island Project,1990s,http://cannabismuseum.com/omeka/api/items/5773
Ron Jacobs,1997,1,The Way the Wind Blew,1960s;1970s;1990s;Ann Arbor;Counterculture;Crime;History;LSD;Michigan;Politics;Psychedelic;Revolution;Timothy Leary;Underground;Vietnam War;Violence;Weather Underground,http://cannabismuseum.com/omeka/api/items/6128
Tim Marnell,1997,1,Drug Identification Bible,1990s;Drug;HannahBkShelf-44;Needs Photo;Printed;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6382
Lyle Bradley ,1997,1,Now is the Time and we are the Ones ,1990s;HannahBkShelf-34;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6685
Robert A. Nelson,1997,1,"Hemp Husbandry, original spiral bound issue",1990s;Hemp;Husbandry;Printed;Signed;Temp7/14New,http://cannabismuseum.com/omeka/api/items/6977
The Catalyst Institute ,1997,1,Die Renaisssnce aer heimischen Faserpflanzen/ The Renaissance of Domestic Fiber Plant ,Fiber;Hanf;Printed,http://cannabismuseum.com/omeka/api/items/7046
Conneticut Law Revision Commission ,1997,1,Part 2- Drug Policy in Connecticut ,Printed,http://cannabismuseum.com/omeka/api/items/7131
Antonio Melechi ,1997,1,Hallucinogenic Drugs in Britain ,1990s;Albert Hofmann;Ecstasy;LSD;Psychedelics,http://cannabismuseum.com/omeka/api/items/8245
John Odell,1997,1,Digger Odell's Official Antique Bottle and Glass Collector Magazine Price Guide,Apothecary;Book;Bottle;Catalog;Drug Store;Glass;Magazine;Poison;Price Catalog;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9119
Arthur Wallace,1997,1,Soil Conditioners and Amendment Technologies,1990s;Book;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9140
Nicholas Saunders,1997,1,Ecstasy Reconsidered,1990s;Book;Drug;Ecstasy;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9162
John W. Allen,1997,1,Wasson's First Voyage: The Rediscovery of Entheogenic Mushrooms,1950s;1990s;Book;Gordon Wasson;Journal;Mexico;Mushrooms;R. Gordon Wasson;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9179
Robert J. Gordon,1997,1,Picturing Bushmen,1920s;1990s;Africa;Anthropology;Athens;Book;Johannesburg;Namibia;Ohio;Printed;South Africa,http://cannabismuseum.com/omeka/api/items/10257
Joseph Marion,1996,1,Anti-Aging Manual: The Encyclopedia of Natural Health,1990s;GuestRoom4-1;Printed,http://cannabismuseum.com/omeka/api/items/1432
Mary Rathbun,1996,1,"Brownie Mary's Marijuana Cookbook, Dennis Peron's Recipe for Social Change",1990s;GuestRoom4-4;Printed,http://cannabismuseum.com/omeka/api/items/2050
Mary Rathbun,1996,1,"Brownie Mary's Marijuana Cookbook, Dennis Peron's Recipe for Social Change",1990s;Cookbook;GuestRoom4-4;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/2051
Diane Medved Ph. D.,1996,1,The American Family ,1990s;1st Edition;HannahBkShelf-75;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/3543
Paul Krassner,1996,1,The Winner of the Slow Bicycle Race ,1990s;1st Edition;Comedy;HannahBkShelf-63;Needs Photo;Paul Krassner;Printed,http://cannabismuseum.com/omeka/api/items/4102
Michael Horowitz,1996,1,The Pow! Anthology,1990s;Printed;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6395
,1996,1,The Hemp Industry Source Book,1990s;Hemp;Printed,http://cannabismuseum.com/omeka/api/items/6943
M. Marcanier,1996,1,In Two Parts ,1990s;Hemp;Printed;Treatise,http://cannabismuseum.com/omeka/api/items/6972
Eric King,1996,1,"The Collector's Guide to Psychedelic Rock Concert Posters, Postcards, and Handbills 1965-1973",1st Edition;Concert;Handbill;Handbills;Postcard;Poster;Printed;Psychedelic;Rock Concert;Rock n' Roll,http://cannabismuseum.com/omeka/api/items/7004
Rick Klaus Theis ,1996,1,Recycled Words ,1st Edition;Printed,http://cannabismuseum.com/omeka/api/items/7040
Ziggy,1996,1,Marijuana Manners ,1990s;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/7115
Coco Pekelis,1996,1,Everything I Know I Learned on Acid,Andy Warhol;Groucho Marx;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7844
Julia Vinograd,1996,1,Speed of Dark,1990s;Printed;SS-Horowitz Collection;SS-Previous Collection;Working-Leary,http://cannabismuseum.com/omeka/api/items/7903
,1996,1,Timothy Leary: 1920-1996,1990s;High Times;Timothy Leary,http://cannabismuseum.com/omeka/api/items/9903
Bill Kaysing,1996,1,Eat Well for 99 Cents a Meal,1990s;2nd Edition;Food;Health,http://cannabismuseum.com/omeka/api/items/10516
Richard R. Clayton  United Nations Research Institute for Social Development  United Nations University,1995,1,"Marijuana in the ""Third World""",1990s;GuestRoom1-6;Printed,http://cannabismuseum.com/omeka/api/items/1128
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s,http://cannabismuseum.com/omeka/api/items/1295
Susan Brandum,1995,1,Get a Life!,1990s;GuestRoom2-7;Printed,http://cannabismuseum.com/omeka/api/items/1297
Howard Blum,1995,1,Gangland: How the FBI Broke the Mob,1980s;1990s;Crime;FBI;Mafia;New York;New York City,http://cannabismuseum.com/omeka/api/items/1376
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s,http://cannabismuseum.com/omeka/api/items/1441
Dr Nuke,1995,1,Potology,1990s;GuestRoom2-5;Printed,http://cannabismuseum.com/omeka/api/items/1544
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s,http://cannabismuseum.com/omeka/api/items/1564
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s,http://cannabismuseum.com/omeka/api/items/1697
Paul Foster,1995,1,The Answer is Always Yes!,1990s;Comic;GuestRoom6-1;Humor;Illustration;Printed,http://cannabismuseum.com/omeka/api/items/1991
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s;HannahBkShelf-64;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/5733
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5748
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5770
Rippchen Ronald,1995,1,Die Hanf Küche: Gesund - Traditionell - Exotisch - Psychoaktiv,1990s;HannahBkShelf-64;Printed,http://cannabismuseum.com/omeka/api/items/5784
Jon Gettman ,1995,1,"Marijuana Research, A Scientific Revolution ",1990s;Addiction;Cannabinoid;Guide;Marijuana;Norml;Printed;Research,http://cannabismuseum.com/omeka/api/items/6118
Paul Adirex ,1995,1,Mekong ,1960s;1990s;Asia;Laos;Printed;Thailand;Vietnam War,http://cannabismuseum.com/omeka/api/items/6212
Huck Getty Mellon Von Schlebrugge,1995,1,Surfing the Conscious Nets ,1990s;LSD;Printed;Psychedelic;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6231
Lawrence Cherniak ,1995,1,The Great Book of Hashish ,1st Edition;Hash;Hasheesh;Hashish;Printed,http://cannabismuseum.com/omeka/api/items/6895
David T. Wilkinson ,1995,1,Mr. Hemphill,1990s;Hemp;Printed,http://cannabismuseum.com/omeka/api/items/6944
Institute of Natural Fibres,1995,1,Vol. XXXIX,1990s;Fiber;Hemp;Polish;Printed,http://cannabismuseum.com/omeka/api/items/6945
American Association of Textile Chemists and Colorists,1995,1,Technical Manual: 1995,1990s;Chemists;Laboratory;North Carolina;Research;Textile,http://cannabismuseum.com/omeka/api/items/6949
R. Nelson,1995,1,The Compleat Cannabis Cultivator,1990s;HannahBkShelf-46;Hemp;Husbandry;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6969
Jack Herer,1995,1,The Emperor Wears No Clothes ,Signed,http://cannabismuseum.com/omeka/api/items/6970
Cheryl Kolander ,1995,1,For Textile Artists ,HannahBkShelf-46;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6971
,1995,1,Biorohstoff Hanf,1990s;German;Hanf;HannahBkShelf-46;Hemp;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6978
Museum Nardowe Rolnictwa,1995,1,Das Nationalmuseum der Landwirtschaft in Szreniawa ,Agriculture;Printed,http://cannabismuseum.com/omeka/api/items/7044
Helga Heubach ,1995,1,"Materialien zur Geschite ihres Anbaus, ihrer Verarbeitung und ihres Handels/ Materials for Their History of Their Cultivation, Their Processing and Their Trade ",Fiber;Printed,http://cannabismuseum.com/omeka/api/items/7045
Catalysis Center for Environmental Research ,1995,1,Hanf Kalender 1996,1990s;Calendar;Printed,http://cannabismuseum.com/omeka/api/items/7111
Franco Casalone ,1995,1,Benefici Potenziale Economico Proibizione,1990s;Canapa;Cannabis;Economic Impact;Printed,http://cannabismuseum.com/omeka/api/items/7114
United States Department of the Interior ,1995,1,Valid Existing Rights ,1990s;Environmental Impact,http://cannabismuseum.com/omeka/api/items/7195
Terence McKenna,1995,1,The Politics of Consciousness: A Practical Guide to Personal Freedom,1990s;Printed;SS-Horowitz Collection;SS-Previous Collection;Terence McKenna;Working-Leary,http://cannabismuseum.com/omeka/api/items/7766
John W. Roulac,1995,1,Industrial Hemp,1990s;Book;Hemp;Hemp Clothing;Hemp Paper;Industrial;Paper;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9109
,1995,1,Social Conditioner and Amendment Technologies,1990s;Book;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9156
Nicholas Saunders,1995,1,Ecstasy and the Dance Culture,1990s;Book;Culture;Ecstasy;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9183
Don Wirtshafter  Compiled by ,1994,1,Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-35;Hemp;Hemp Paper;Needs Photo;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/6839
Don Wirtshafter  Compiled by ,1994,1,Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-35;Hemp;Hemp Paper;Needs Photo;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/6840
Don Wirtshafter Compiled By,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;Hemp;Hemp Paper;Schlichten;Schlichten Papers;The Ohio Hempery;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/7342
Rodney Stich,1994,1,Defrauding America,1990s;CIA;History;Politics;United States,http://cannabismuseum.com/omeka/api/items/1312
Hayo van De Werf,1994,1,Crop Physiology of Fibre Hemp (cannabis Sativa L.),1990s;Cannabis;Cannabis Sativa;Fiber;GuestRoom5-1;Printed;Sativa,http://cannabismuseum.com/omeka/api/items/1535
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1543
Etienne De Meijer,1994,1,Diversity in Cannabis,1990s,http://cannabismuseum.com/omeka/api/items/1577
Hayo van De Werf,1994,1,Crop Physiology of Fibre Hemp (cannabis Sativa L.),1990s;Cannabis;Cannabis Sativa;Fiber;GuestRoom5-1;Printed;Sativa,http://cannabismuseum.com/omeka/api/items/1581
Hayo van De Werf,1994,1,Crop Physiology of Fibre Hemp (cannabis Sativa L.),1990s;Cannabis;Cannabis Sativa;Fiber;GuestRoom5-1;Printed;Sativa,http://cannabismuseum.com/omeka/api/items/1589
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1595
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1596
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1597
Hindrik W.J. Robbe,1994,1,Influence of marijuana on driving,1990s,http://cannabismuseum.com/omeka/api/items/1706
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1787
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1788
Don Wirtshafter,1994,1,The Schlichten papers,1990s;Don Wirtshafter;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/1789
A. Walker Bingham,1994,1,The Snake Oil Syndrome,1990s;Box101;New101;Printed,http://cannabismuseum.com/omeka/api/items/1863
Henry de Monfreid,1994,1,Hashish,1990s;Hash;Hasheesh;Hashish,http://cannabismuseum.com/omeka/api/items/1908
Kevonne Small,1994,1,Eighth International Conference on Drug Policy Reform ,1990s,http://cannabismuseum.com/omeka/api/items/3495
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-64;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5765
Etienne De Meijer,1994,1,Diversity in Cannabis,1990s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5771
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-45;Needs Photo;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5775
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-45;Needs Photo;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5776
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-45;Needs Photo;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5777
Hindrik W.J. Robbe,1994,1,Influence of marijuana on driving,1990s;HannahBkShelf-67;Printed,http://cannabismuseum.com/omeka/api/items/5785
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-56;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5796
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-56;Needs Photo;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5797
Don Wirtshafter,1994,1,The Schlichten Papers,1990s;Don Wirtshafter;HannahBkShelf-64;Printed;Schlichten;Schlichten Papers;The Schlichten Papers,http://cannabismuseum.com/omeka/api/items/5798
Joseph Gagliano,1994,1,Coca Prohibition in Peru ,1990s;HannahBkShelf-77;Hash;Hasheesh;Hashish;LSD;Marihuana;Marijuana;Needs Photo;Opium;Printed;Psychedelic,http://cannabismuseum.com/omeka/api/items/5919
,1994,1,LSD: Still With Us After All These Years,1990s;Acid;CIA;Hash;Hasheesh;Hashish;LSD;Marihuana;Marijuana;MKUltra;Opium;Psychedelic;Signed by Author;Timothy Leary,http://cannabismuseum.com/omeka/api/items/6028
Rodney Stich,1994,1,Defrauding America,1990s;CIA;HannahBkShelf-42;History;Needs Photo;Politics;Printed;United States,http://cannabismuseum.com/omeka/api/items/6183
Chris Conrad,1994,1,Hemp: Lifeline to the Future,1990s;Agriculture;Economic Impact;Environmental Impact;HannahBkShelf-33;Hemp;Hemp Industries;Legalization;Marijuana;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6345
Chris Conrad,1994,1,Hemp: Lifeline to the Future,1990s;Agriculture;Economic Impact;Environmental Impact;HannahBkShelf-33;Hemp;Hemp Industries;Legalization;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/6348
Simon Norman ,1994,1,Original and Unofficial ,1990s;HannahBkShelf-34;Joint;Needs Photo;Printed;Smoking,http://cannabismuseum.com/omeka/api/items/6703
Almish Nelterson ,1994,1,Wow,1990s;HannahBkShelf-34;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6707
Charles Fischer ,1994,1,Trips ,1st Edition;HannahBkShelf-45;LSD;Marijuana;Needs Photo;Printed;Psychedelic;Signed,http://cannabismuseum.com/omeka/api/items/6758
David T. Wilkinson,1994,1,The Way of Ganja,1990s;Ganja;HannahBkShelf-35;Needs Photo;Printed,http://cannabismuseum.com/omeka/api/items/6835
Esther Frances ,1994,1,Anatomy of Woodstock ,Printed,http://cannabismuseum.com/omeka/api/items/7028
Institute of Natural Fibers,1994,1,"Poradnik Plantatora LNU I Konopi
Guide Planter LNU Hemp",1990s;Fiber;Hemp;Konopi;Poland;Polish;Printed,http://cannabismuseum.com/omeka/api/items/7123
G. Michael Wall,1994,1,An Annotated Bibliography,1980s;Annotated;Bibliography;Marihuana;Marijuana;Mississippi;Pharmaceutical;School of Pharmacy;The Research Institute of Pharmaceutical Sciences;University of Mississippi,http://cannabismuseum.com/omeka/api/items/7357
Marsha Rosenbaum,1994,1,The MDMA Experience ,,http://cannabismuseum.com/omeka/api/items/8241
Don Wirtshafter ,1994,1,The Schlichten Papers ,1990s;1st Edition;Don Wirtshafter;Ohio Hempery,http://cannabismuseum.com/omeka/api/items/8280
Eighth International Conference on Drug Policy Reform,1994,1,The Crucial Next Stage: Health Care & Human Rights,1990s;Book;Drug Policy Reform;Manual;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9149
Carl A.P. Ruck & Danny Staples,1994,1,The World of Classical Myth,1990s;Book;Spirituality;SS-Books Collection;SS-Previous Collection,http://cannabismuseum.com/omeka/api/items/9170
Victor Santoro,1994,1,Economic Sodomy,1990s;Catalog;Crime;Economic Impact;Law;Medical;Police;Psychology,http://cannabismuseum.com/omeka/api/items/10519
Sandy Troy ,1994,1,Captain Trips ,1960s;1990s;Acid;Acid Tests;Alcohol;Avalon Ballroom;Biography;Bob Weir;California;Drugs;Family Dog;Grateful Dead;Haight Ashbury;Jerry Garcia;Jorma Kaukonen;Ken Kesey;LSD;Marijuana;Music;Phil Lesh;Rock Band;San Francisco;Stanley Mouse,http://cannabismuseum.com/omeka/api/items/10582
Richard Evans Schultes,1993,1,Les plantes des dieux,1990s;GuestRoom4-2;Printed,http://cannabismuseum.com/omeka/api/items/1222
Jack Herer,1993,1,Die Wiederentdeckung der Nutzpflanze Hanf-Cannabis-Marihuana,1990s;GuestRoom5-1;Marihuana;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/1291
Jack Herer,1993,1,Die Wiederentdeckung der Nutzpflanze Hanf-Cannabis-Marihuana,1990s;GuestRoom5-1;Marihuana;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/1292
Jack Herer,1993,1,Die Wiederentdeckung der Nutzpflanze Hanf-Cannabis-Marihuana,1990s;GuestRoom5-1;Hanf;Marihuana;Marijuana;Printed,http://cannabismuseum.com/omeka/api/items/1304
Adam Gottlieb,1993,1,"Sex, Drugs, and Aphrodisiacs",1990s;NewHo;Prnted,http://cannabismuseum.com/omeka/api/items/1578
